"TABLE_NAME","FULL_TABLE_NAME","NUM_ROWS","COMMENTS","BYTES"
"MP2050","MP2050_TOLERANCE_CHECK_UNIT","4","Relacionamento da configuração de tolerância de checagem com o cadastro de unidades de atendimento.","65536"
"MP2049","MP2049_TOLERANCE_CHECK","1","Configuração de tolerância de tempo para checagem de itens no PLT.","65536"
"AM030","AM030_SCHEDULE_AUTHOR","599683","Responsável por armazenar as relações entre o AGENDAMENTO com a autorização da Central de Autorizações e com a guia TISS a ser armazenada.","19922944"
"ADT073","ADT073_EXTERNAL_TRANSFER","0","Tabela que mantém as informações de transferência para instituição externa","65536"
"ADM379","ADM379_APPEAL_GLOSS_OPER_ITEM","0","Valores individuais dos itens do pagamento de recurso de glosa","65536"
"ADM378","ADM378_REPASS_CANCEL_CREATE","93849","Registros criados a partir de um estorno de repasses. Quando um repasse for estornado, serão criados novos registros para que a gestão de repasses gere novamente os valores para repassar","3145728"
"ADM377","ADM377_REPASS_CANCEL_LOG","75","Log de estornos ou rejeições realizados sobre notas fiscais integradas ou não com o EMS","65536"
"ADM376","ADM376_HMO_LOG_BOOK","0","Diário de bordo para Resumo de Convênio","65536"
"ADM375","ADM375_EXAM_PROTOCOL","769","Tabela que relaciona os Exames no Protocolo de Entrega","65536"
"ADM374","ADM374_DELIVERY_PROTOCOL","14","Tabela de Protocolo de Entrega de Procedimentos/Exames","65536"
"ADM372","ADM372_RESPONS_PAYMENT_INST","0","Tabela que armazena as instituições credenciadas responsáveis pelo pagamento das faturas do convênio.","65536"
"ADM371","ADM371_REPASS_FLOW_FILTER","0","Configurações de Filtro do Workflow","65536"
"ADM370","ADM370_STRUCTURE_HMO","471","Tabela de relacionamento entra estrutura hierárquica de produtos e convênios","65536"
"ADM369","ADM369_STRUCTURE_SUBGROUP","1007","Tabela de relacionamento entra estrutura hierárquica de produtos e subgrupos.","65536"
"ADM367","ADM367_HMO_PAY_ACCOUNT","321","TABELA QUE ARMAZENA A RELAÇÃO ENTRE AS CONTAS DO HOSPITAL E O CONVÊNIO. IDENTIFICANDO QUAIS CONTAS PODERÃO SER REALIZADOS OS PAGAMENTOS.","65536"
"ADM366","ADM366_HMO_SERVICE_ITEMS","593","Taxas que encontram-se vinculadas a outra taxa de acordo com regra por convênio e plano","65536"
"ADM365","ADM365_HMO_SERVICE_RELATION","595","Configuração taxas vinculadas a outras taxas por convênio e plano, esta tabela armazena a taxa que possuirá taxas vinculadas por convênios e planos","65536"
"ADM364","ADM364_HMO_FEE_REG_ITEMS","0","Taxas ou grupo de taxas a que determinada taxa de registro de convênio e tabela de preções aplicam-se, populada apenas quando a taxa de registro é utilizada para apenas algumas taxas","65536"
"ADM362","ADM362_ACCOUNT_LOCK_LOG","236930","Armazena o log de modificação das contas de pacientes que foram bloqueadas/desbloqueadas através do fechamento de contas ou através do workflow","9437184"
"ADM361","ADM361_ACCOUNT_LOCK","222897","Armazena as contas de pacientes que foram bloqueadas/desbloqueadas através do fechamento de contas ou através do workflow, pode ocorrer de existir vários registros nesta tabela para o mesmo atendimento em decorrência de serem fechamentos parciais.","8388608"
"ADM320","ADM320_BILL_AUDITING_SPECIAL","0","","65536"
"ADM368","ADM368_PRODUCT_STRUCTURE","677","Tabela de estrutura hierárquica de produtos.","65536"
"ADM363","ADM363_CHARGE_UNIT","14","Tabela de unidades de cobrança, utilizado para padronizar a unidade de cobrança das taxas","65536"
"ADM360","ADM360_PLAN_CLASSIFICATION","5","Tabela de classificação de planos, todo o plano deve possuir obrigatoriamente uma classificação","65536"
"SYS113","SYS113_FLOOR","0","Tabela de Cadastro de Andares ","65536"
"SYS112","SYS112_BUILDING","0","Tabela de Cadastro de Prédios","65536"
"ADM357","ADM357_DEATH_EXCLUSION","0","Registra log de exclusão de registros de óbito","65536"
"ADM356","ADM356_DISCHARGE_EXCLUSION","278","Registra log de exclusão de registros de alta","65536"
"ADM359","ADM359_DEATH_EXC_REASON","2","Cadastro de motivos de exclusão de registros de óbito","65536"
"ADM358","ADM358_DISCHARGE_EXC_REASON","4","Cadastro de motivos de exclusão de registros de alta","65536"
"ADM355","ADM355_REPASS_CASH_LOG","1468","Log de valores inseridos e removidos na conta do profissional ou instituição credenciada, armazena movimentações de inserção de valores e decréscimo por procedimentos ou lançamentos avulsos","131072"
"ADM354","ADM354_REPASS_FLOW_PAYMENT","579476","Registros de parcelamentos e recebimentos pendentes para determinado registro de repasse gerado pela gestão de repasse","46137344"
"MP2033","MP2033_CHECKING_ITEM","5647784","Tabela de itens usados na checagem do item de prescrição.","419430400"
"SYS111","SYS111_SHIFT_SCHEDULING","0","Tabela de turnos de aprazamento.","65536"
"MP2029","MP2029_CHECKING_TIMES","2843400","Tabela com os horários de checagem","159383552"
"MP2032","MP2032_CHECK_VITAL_SIGN","0","Tabela de checagem de sinais vitais","65536"
"CFG025","CFG025_CUSTOM_REPORT","0","Criação de Tabela para armazenar as os relatórios customizados","65536"
"ADT072","ADT072_SPEC_MEDICAL_LOG","14451","tabela de log de mudança de médico/especialidade","655360"
"ADM352","ADM352_BILL_PKG_EXCESS","692965","Tabela que mantem a lista de excedentes de pacote para a conta do paciente.","22020096"
"ADM351","ADM351_BILL_PKG_INCLUDED","1807455","Tabela dos itens que foram efetivamente incluídos no pacote","55574528"
"ADM353","ADM353_PKG_ITEM_BILL_ITEM","3268731","Tabela que armazena a relação do item no pacote com o item na conta do paciente.","75497472"
"MP2031","MP2031_DIAGNOSIS_CARE","32","Tabela com os diagnósticos vinculados ao cuidados. Tabela somente utilizada quando for uma prescrição de enfermagem.","65536"
"MP2028","MP2028_CHECKING","2843410","Registra a checagem (administração/execução) de um item aprazado.","92274688"
"CFG024","CFG024_DYNAMIC_GROUP_PERM","3142","","131072"
"CFG023","CFG023_DYNAMIC_USER_PERM","0","Criação de Tabela para armazenar as permissões de usuários para recursos dinâmicos","65536"
"CFG022","CFG022_DYNAMIC_RESOURCE","228","Criação de Tabela para armazenar os recursos dinâmicos","131072"
"MP2025","MP2025_INSULIN_DOSAGE","215","Tabela de dose de insulinas prescritas","65536"
"ADM349","ADM349_REPASS_PROF_LEVEL","4217","Armazena o relacionamento entre regras de repasse e graus de participação, caso exista relacionamento entre uma regra de negócio e determinado grau de participação nesta tabela significa que o usuário selecionou o grau de participação nas configurações do repasse","131072"
"ADM348","ADM348_PROFESSIONAL_LEVEL","13","Armazena os dados de grau de participação utilizados no sistema, esta tabela foi crada para normalizar os dados de grau de participação na cronstrução de um recurso para Repasse de valores porém pode ser utilizada para demais pontos da aplicação que utilizem definição de grau de participação","65536"
"ADM347","ADM347_REPASS_DATE_TIME","371","Armazena os dados de data e dias de utilização a que a regra de repasse se aplica, identifica se a regra valerá para dias de semana, quais dias de semana, apenas feriados e configurações semelhantes","65536"
"ADM346","ADM346_REPASS_UNIT","469","Armazena o relacionamento entre as regras de repasse e as unidades que compõem a regra","65536"
"ADM345","ADM345_REPASS_CPT","818","Armazena o relacionamento entre as regras de repasse e os procedimentos que compõem a regra","65536"
"ADM344","ADM344_REPASS_SPECIALITY","0","Armazena o relacionamento entre as regras de repasse e as especialidades médicas que compõem a regra","65536"
"ADM343","ADM343_REPASS_HMO","72","Armazenad o relacionamento entre regras de repasse e convênio que fazem parte das regras de repasse","65536"
"ADM342","ADM342_REPASS_PROFESSIONAL","959","Armazena o relacionamento entre regras de repasse e profissionais que fazem parte das regras de repasse","65536"
"ADM341","ADM341_REPASS_TIMETABLE_LOG","829","Armazena os Logs de modificações nas regras de repasse, Qualquer alteração que seja realizada em alguma regra de repasse é armazenada nas tabelas de log para posterior identificação","65536"
"MP2023","MP2023_BLOODCOMPONENT_EXAM","0","Tabela de relacionamento entre prescrições de hemocomponentes e exames","65536"
"PAD006","PAD006_PRE_ADM_MATERIAL","397","Estrutura que armazena os Materiais Médico-Hospitalares de préinternação","65536"
"PAD005","PAD005_PRE_ADM_SURGERY","4691","Estrutura que armazena as OPMEs de préinternação","327680"
"PAD004","PAD004_PRE_ADMISSION_SERVICE","15717","Estrutura que armazena as taxas de préinternação","851968"
"PAD003","PAD003_PRE_ADMISSION_CPT","24972","Estrutura que armazena os procedimentos de préinternação","2097152"
"PAD002","PAD002_PRE_ADMISSION_CID","17266","Estrutura de dados que representa as CIDs do paciente em determinada préinternação","524288"
"OPH017","OPH017_PARAMETERS","1"," ","65536"
"BLS004","BLS004_REQUEST_ITEM","0","Itens de hemocomponentes requisitados a fornecedor","65536"
"BLS002","BLS002_BLOOD","0","Armazena cada um dos itens de hemocomponentes que poderão ser dispensados para os pacientes.","65536"
"ADM165","ADM165_EXAM_REALIZ_UNIT","10043","Unidades de realização do exame.","327680"
"BLS001","BLS001_BLOOD_COMPONENT","11","Tabela de tipos de hemocomponentes.Ex.: CONCENTRADO DE HEMÁCIAS PADRÃO PLASMA FRESCO CONGELADO, CRIOPRECIPTADO, CONCENTRADO DE PLAQUETAS PADRÃO, ...","65536"
"BIO005","BIO005_AGE_EXCEPTION","0","Exceções de Faixa etária da operadora","65536"
"BIO004","BIO004_PATIENT_EXCEPTION","0","Exceções do Beneficiário","65536"
"BIO003","BIO003_UNIT_EXCEPTION","0","Tabela de exceções biométricas da unidade, em nível de negócio dever respeitar a hierarquia dos dados Operadora-> Unidade, ou seja, a configuração de requer autenticação biométrica dever ser na ordem Operadora requer depois Unidade requer","65536"
"BIO002","BIO002_HMO_EXCEPTION","0","Configurações de exceção biométrica do Operador","65536"
"BIO001","BIO001_HMO_UNIT","0","Tabela de relacionamento entre Unidade e Operadora","65536"
"AM029","AM029_LOG_BOOK","188945","Armazena registros do diário de bordo.","12582912"
"AM013","AM013_STATUS_CONFIG","9","Tabela contendo as cores e ordem dos status utilizados no decorrer do gerenciador de autorizações.","65536"
"AM012","AM012_PROFILE_USER_GROUP","14","Contém quais os grupos de usuário fazem parte de um perfil","65536"
"AM008","AM008_AUTH_REQUEST","589032","Tabela que contém as requisições solicitadas pelos eventos de atendimento.","58720256"
"AM004","AM004_PROFILE_USER","106","Contém quais os usuários fazem parte de um perfil","65536"
"AM003","AM003_PROFILE_UNIT","0","Tabela que contém quais as unidades poderão ser gerenciadas por um determinado perfil","65536"
"AM002","AM002_PROFILE_HMO","0","Tabela que contém quais os convênios poderão ser gerenciados por um determinado perfil","65536"
"AM001","AM001_PROFILE","5","Tabela que contém os dados com os perfis para o acesso ao gerenciador de autorizações","65536"
"ADT067","ADT067_AUDITING_CPT","0","Procedimentos complementares resultantes da aplicação da auditoria.Estas informações complementação os Procedimentos informados na admissão. Porém, precisam ser estruturados separadamente para representar que foram complementados a partir da execução da auditoria das admissões.","65536"
